model|source|pk|prompt
gpt-4-turbo|social_iqa|01HPB34P9PQW9E4S09WJBPEAC3|Aubrey was watching a scary part in the movie and got scared. Sydney seized Aubrey's hand.
gpt-4-turbo|social_iqa|01HPB34PKAMWRQB163EJXBQKJD|Robin was sleeping at their friends house and had woken up very early before anyone else was up, so Robin made their coffee for them.
gpt-4-turbo|social_iqa|01HPB34PT5JAY44WBGT4439JBS|Addison donated what money she had to the charity of her choice.
gpt-4-turbo|social_iqa|01HPB34Q1E6WP44VNATFG2WWJ7|Skylar wanted to kill Jan that day after finding out the rumor.
gpt-4-turbo|social_iqa|01HPB34Q8GZH4E7GQSFMWMCW48|Jordan got sick to their stomach after eating taco bell that night.
gpt-4-turbo|social_iqa|01HPB34QFKBVY27GKGWNSCS8N1|Sasha caught the frisbee back when they were playing with their friend.
gpt-4-turbo|social_iqa|01HPB34QPR5Y42K93FXPGBCJF7|Jan left Riley's keys for them on the coffee table chair.
gpt-4-turbo|social_iqa|01HPB34QXNBFFN46J9V7047PC4|Remy left them behind and went ahead to scout for possible dangers.
gpt-4-turbo|social_iqa|01HPB34R4NDQMDN4VP4AC7PKH0|Robin had been studying for a test at school and Jordan decided to assist.
gpt-4-turbo|social_iqa|01HPB34RBP874CBQBR2BAT26G8|Austin allowed pets in their house and then some of the pets went to the bathroom on the floor.
gpt-4-turbo|social_chem|01HPB34RJSW1RM3TPFAQ0S42DD|Woman Secretly in Love Wants Coaching on What to Do Now
gpt-4-turbo|social_chem|01HPB34RWZR9P94MD4Z0DWR9WZ|getting annoyed at my boyfriend
gpt-4-turbo|social_chem|01HPB34S6P849V3FH5PM0M8V50|I've never been kissed at 21.
gpt-4-turbo|social_chem|01HPB34SG6NF8ZDG6QE6W20T4R|I prefer wearing women's jeans instead of men's.
gpt-4-turbo|social_chem|01HPB34SQ8F38M7KSRY17VQD9H|Man With Ex Wife, Ex Mistress May Soon Have Ex Girlfriend
gpt-4-turbo|social_chem|01HPB34SYJM2H9SWMDP6AHKZ3G|But last night Allie decided to not be friends with her anymore.
gpt-4-turbo|social_chem|01HPB34T6F2N06QT2C6SMX97P1|Becoming Wiser With Age Is Sometimes a Matter of Degree
gpt-4-turbo|social_chem|01HPB34TG2CRFXT6QJ83SX9C9S|almost losing my composure at work
gpt-4-turbo|social_chem|01HPB34TSQ3VWW910XTRJ9JSHW|I don't know what actually happened to make me depressed.
gpt-4-turbo|social_chem|01HPB34V0JKRJN79FBYK5GX88V|probably getting a young mental health tech fired
gpt-4-turbo|social_chem|01HPB34V7ED7F5THFENDQS29WY|When I had a crush on someone who saw me everyday but still had no idea I existed
gpt-4-turbo|social_chem|01HPB34VGDH2TD33P0SBMHVNZM|I kicked my wife out of the house so I could cry.
gpt-4-turbo|social_chem|01HPB34VSSGQTNDXAVWCCYGAMB|asking my boyfriend not to tell an ex-friend any of my personal business anymore
gpt-4-turbo|social_chem|01HPB34W0QJQ8AC86VY8352NTN|Their mom had told them to clean their room or be grounded.
gpt-4-turbo|social_chem|01HPB34W7N0VQFR7M508HQTJBK|Gary was barely able to make his transactions.
gpt-4-turbo|social_chem|01HPB34WEKS8N118FZAGYC6B3M|Joshua moved out because he could not get along with his grandpa.
gpt-4-turbo|social_chem|01HPB34WNPHTFHWTMREQ59JK9C|It was raining very hard and he was far away from a gas station.
gpt-4-turbo|social_chem|01HPB34WX0R2JM0W0C8PK2ESV2|calling out my gf on a bad gift, and telling her what I want
gpt-4-turbo|social_chem|01HPB34X6JBX71BCT1DE3QNFHC|I walked into the wrong bathroom
gpt-4-turbo|social_chem|01HPB34XG4MV8676W70Q1MRK0K|purposely getting someone a gift I know they won't like and will probably piss them off
gpt-4-turbo|social_chem|01HPB34XPZ6DT7R0RJH9C1NPCZ|I don't know where too start
gpt-4-turbo|social_chem|01HPB34XXV5MV3CBJ0QVGMPRNK|I like to squeeze my testicals?
gpt-4-turbo|social_chem|01HPB34Y509NPDYZNWHQ90WFEY|Mom Must Hold Her Ground Against in Laws' Indulgence
gpt-4-turbo|social_chem|01HPB34YC0VDEFYV4D0JAAMHF6|being mad at my friend
gpt-4-turbo|social_chem|01HPB34YK4490TADXFRPCRNZJ4|However, he saw a person carelessly showing his exam.
gpt-4-turbo|social_chem|01HPB34YT96ZG4PS10CAWPGMY7|I occasionally get strong urges to hurt people.
gpt-4-turbo|social_chem|01HPB34Z3CC3THJJV3HQKK3HEK|I took it to a local shop, and I had to pay $500 to get it repaired.
gpt-4-turbo|social_chem|01HPB34ZAESRRJ1W1F9CCZYYE0|i Found a Bird on my Property and grabbed it?
gpt-4-turbo|social_chem|01HPB34ZHR7Z2TJ2EDV05DREJP|This Plain Jane Learned What Counts Early On
gpt-4-turbo|social_chem|01HPB34ZS2B7DPJY0BDVKTFZKF|I think my grandfather touched me inappropriately when I was very young
gpt-4-turbo|social_chem|01HPB35002SA0GJCR11N8KY82X|should I tell someone?
gpt-4-turbo|social_chem|01HPB3506X773WRWHZ1NVSRXS7|I made myself a promise to exercise every day for the last week
gpt-4-turbo|social_chem|01HPB350DVKG94DY16PD208BV8|They exchanged her car with a cardboard replica.
gpt-4-turbo|social_chem|01HPB350MZV7HZE09G3664YWY2|He practiced nearly all day to get his pitching speed up.
gpt-4-turbo|social_chem|01HPB350W7YR1W097JEFXWBPH4|telling my mom she has to shower? she only showers once a month and she smells like a homeless person
gpt-4-turbo|social_chem|01HPB3513648Z1HAFPRSYC4B81|saying I won't scoop my own poo out of the toilet
gpt-4-turbo|social_chem|01HPB351A1BDMGBSS4MQH7C285|One of my good friends died this week under odd circumstances and it's bothering me
gpt-4-turbo|social_chem|01HPB351GZ9841T2MXVSJ21PWS|Widow Fears Looking Foolish Spending Time With a Younger Man
gpt-4-turbo|social_chem|01HPB351RPYBQP77Y1CPDKEXDG|Jasper put the fan on the table near his bed.
gpt-4-turbo|social_chem|01HPB35203SA08B2Q9APC3JHFV|Mom Prefers Son Remain In The Dark About His Father
gpt-4-turbo|normbank|01HPB67DMZQ3P30R0K88BERP8E|consult with priests or priestesses
gpt-4-turbo|normbank|01HPB67DWY5YMMBMTNQRQFJ0DD|pick your teeth in public
gpt-4-turbo|normbank|01HPB67E3V3DX9HAHTY4E43Z7A|ask for a lawyer
gpt-4-turbo|normbank|01HPB67EBHWHVE6WJCSVSBPH8W|dance alone
gpt-4-turbo|normbank|01HPB67EKCGEQ4P4H6X996T2C3|hold the door for someone
gpt-4-turbo|normbank|01HPB67ET7PY540FCGQ82W3D8R|inspect the basement for water leaks
gpt-4-turbo|normbank|01HPB67F127F1BBRM2Y4SZFMY2|force people to put away their tray tables and seat belts during takeoff and landing
gpt-4-turbo|normbank|01HPB67F8EZKEN9TZE8GRHPYD2|listen to customer complaints
gpt-4-turbo|social_iqa|01HPB67FFMEHQB3XDMTFYR4YTM|Tracy cupped Kai's face and offered her support.
gpt-4-turbo|social_iqa|01HPB67FPJKCHPY4N4F1NTKZ4S|Robin got Skylar fired from her job.  Skylar was too lazy.
gpt-4-turbo|social_iqa|01HPB67FXDFAABN4XWM0JCE0RD|Bailey attracted several inquiries by offering sold out concert tickets priced well below other tickets for sale.
gpt-4-turbo|social_iqa|01HPB67G4BESNCBVFP98SKZ2K0|Kendall bore this instruction in mind when trying to finish their school project.
gpt-4-turbo|social_iqa|01HPB67GB5EB2FZF1VQ620C597|Austin took a bus across the country so they could see their friend.
gpt-4-turbo|social_iqa|01HPB67GJ80P7SNX2S0548TAXA|Jesse faced every fear.
gpt-4-turbo|social_iqa|01HPB67GSQASA6XBFJK4PE7T37|Remy wanted Carson's kids to go camping for a few hours in the sun.
gpt-4-turbo|social_chem|01HPB67H0NS050EPP6T1RDCHTB|ditching a radio production group that will ultimately drag my grade down and leave them with a heavier workload due to them not turning up to lectures
gpt-4-turbo|social_chem|01HPB67HA1W8E0TQTH66Y9W9YS|She showed off the dress to her friend.
gpt-4-turbo|social_chem|01HPB67HGWHYBGPZNHT5HF38PX|kissing someone while we were on a break
gpt-4-turbo|social_chem|01HPB67HQVC8R8WKV1XDGWEBNE|I had this friend in high school, but only because he asked my phone number and I was too polite to know how to say no. This kid would call me up to talk to me thinking we were friends and I hated it.
gpt-4-turbo|social_chem|01HPB67HYQ0XG4NFHPPBGPST5A|expecting my sister to pay me for looking after her dogs
gpt-4-turbo|social_chem|01HPB67J6PRE3G9Z98Y18P1759|having dwindling interest in a girl because she falls asleep texting
gpt-4-turbo|social_chem|01HPB67JDZYNAA5WJNC66T5VQ1|not wanting my roommate to wash his clothes with all-purpose cleaner
gpt-4-turbo|social_chem|01HPB67JMVNES7D6RHVCCFZHMX|getting a tattoo
